video,duration_s,fps,n_frames,size_MB
156e2e7dc7ea203a.mp4,600.133333,15.0,9002,315.709453
15eeddc94cbfe9e3.mp4,600.4,15.0,9006,340.809037
1a5db01abab90677.mp4,607.066667,15.0,9106,727.969526
1a732b061361ef6f.mp4,605.733333,15.0,9086,342.067505
1ac045ca12edbb6a.mp4,600.333333,15.0,9005,97.189389
1b671063eee98378.mp4,71.666667,15.0,1075,66.750729
1cc66eed89b44527.mp4,600.666667,15.0,9010,114.996808
19f4457a6f327740.mp4,643.2,15.0,9648,243.252041
1881e98bd8759b6f.mp4,600.133333,15.0,9002,447.289389
1a89eaa35120072a.mp4,600.2,15.0,9003,150.225442
1ae2ae78bd7cf791.mp4,600.266667,15.0,9004,88.704463
1aca110c98e1d797.mp4,611.6,15.0,9174,772.562774
198ded627a6102df.mp4,600.133333,15.0,9002,135.848554
1db0f39a7048043f.mp4,600.133333,15.0,9002,323.281496
1e4a671fbd96fd4a.mp4,600.133333,15.0,9002,269.86062
1eeba816eee3ed2e.mp4,604.133333,15.0,9062,425.194136
1f2fa2af1378221e.mp4,130.666667,15.0,1960,37.02981
1b0287a0da8011d5.mp4,600.133333,15.0,9002,98.466658
1cae852183dce97b.mp4,663.533333,15.0,9953,193.244295
1a96d31d14d53569.mp4,605.0,15.0,9075,384.773433
1e78b53e98750d51.mp4,600.066667,15.0,9001,170.650406
1e8bfcf0ada52e74.mp4,781.6,15.0,11724,543.567883
1f254ca918b0ded0.mp4,600.133333,15.0,9002,131.601821
1c8033f0712bae4d.mp4,614.266667,15.0,9214,642.835854
20665aadf887aa08.mp4,600.4,15.0,9006,402.208197
1cd1b004f84c4e12.mp4,600.333333,15.0,9005,197.514847
2012d6ccb98cc62f.mp4,603.933333,15.0,9059,243.036166
20b7e0d8cf3e158a.mp4,600.4,15.0,9006,310.624016
2192e93a36108081.mp4,617.866667,15.0,9268,224.96027
205a1ef3950ef283.mp4,616.933333,15.0,9254,628.054094
204df747cf88e632.mp4,606.666667,15.0,9100,326.298123
23648f41073ebd8b.mp4,600.133333,15.0,9002,358.834987
2077ea2f35583ff6.mp4,660.8,15.0,9912,178.355348
202443eaab5cfd04.mp4,624.8,15.0,9372,205.298203
239c596fbc5ff872.mp4,600.066667,15.0,9001,273.925553
2385a167af30bd35.mp4,608.133333,15.0,9122,942.619134
21a625ead630c23e.mp4,600.333333,15.0,9005,277.581071
248697710277f829.mp4,618.133333,15.0,9272,299.230227
2341ee3265018e40.mp4,604.4,15.0,9066,577.35899
25f01498bfb69520.mp4,601.466667,15.0,9022,271.537028
25a487bbb0c6a04e.mp4,600.133333,15.0,9002,169.70532
231fceaac1eb5cac.mp4,604.533333,15.0,9068,287.016704
237a3e63ab210d19.mp4,597.533333,15.0,8963,200.131574
22d2c11a300d339d.mp4,600.6,15.0,9009,609.31787
275a57728ae8ceb3.mp4,600.133333,15.0,9002,273.841229
24b25f579fb8a8ff.mp4,600.133333,15.0,9002,329.090443
286c91162b2b9918.mp4,613.8,15.0,9207,422.465547
21223c1e14298faf.mp4,610.066667,15.0,9151,433.752922
268678599fd83396.mp4,600.133333,15.0,9002,262.996814
262682622af0eb9d.mp4,624.8,15.0,9372,474.502729
2886a72c2428e93a.mp4,622.933333,15.0,9344,336.315272
2753599c9267a81b.mp4,600.2,15.0,9003,221.359525
283c1d1c42b83e9e.mp4,648.2,15.0,9723,373.739031
2a70e7ae5f20bdbb.mp4,627.4,15.0,9411,376.214229
286ebb5140e19aa3.mp4,600.066667,15.0,9001,292.672846
280f3781277b0b97.mp4,600.066667,15.0,9001,211.214592
2a5113d47f90e558.mp4,608.066667,15.0,9121,132.34492
295e35c4ad8632a4.mp4,606.933333,15.0,9104,100.309411
2a35434e1c39f80a.mp4,637.466667,15.0,9562,812.571419
2ae6c4477585a8b3.mp4,603.8,15.0,9057,335.267375
2c4e9ea1c554519b.mp4,600.266667,15.0,9004,417.236629
28aa19bcdf5e59da.mp4,618.4,15.0,9276,386.411036
2bc7ad352bd4b905.mp4,600.066667,15.0,9001,267.600677
2d86878f4797fb11.mp4,626.133333,15.0,9392,520.798595
2efdb9f426131303.mp4,606.333333,15.0,9095,112.362318
2c50721b06e0bdb2.mp4,821.733333,15.0,12326,139.400222
2fc07122287502b0.mp4,600.333333,15.0,9005,157.438695
2e5da7a66af53497.mp4,602.333333,15.0,9035,308.855981
2bfffb7b911d8655.mp4,614.266667,15.0,9214,599.622385
304e82b751d3e20a.mp4,717.933333,15.0,10769,558.98874
2ec4cbd4fdf4a1b3.mp4,604.4,15.0,9066,50.677537
2c582f9beb138eab.mp4,601.333333,15.0,9020,251.324514
2d40456bebd844e6.mp4,600.533333,15.0,9008,467.837616
2ba0accbfc13712f.mp4,818.533333,15.0,12278,607.756644
2f6df18b351825a7.mp4,600.133333,15.0,9002,199.67221
2e3bc21cf6685807.mp4,600.133333,15.0,9002,134.842535
3091b788dc993bfe.mp4,601.4,15.0,9021,502.82255
314dabb96387cef9.mp4,600.066667,15.0,9001,380.806572
31812970338785f4.mp4,608.066667,15.0,9121,374.928305
328f0088f8088305.mp4,600.133333,15.0,9002,182.08326
316ebd12dea8cd7c.mp4,600.333333,15.0,9005,317.592569
31a5289ea39eca44.mp4,621.733333,15.0,9326,621.627928
33a1126a1192ca2e.mp4,614.333333,15.0,9215,327.009281
3305f03f9d1f59cb.mp4,608.066667,15.0,9121,609.948638
33635869f4013ce3.mp4,600.2,15.0,9003,384.959254
307004bf807802e2.mp4,600.133333,15.0,9002,229.249275
3409f3004e2a8078.mp4,708.0,15.0,10620,332.581485
31307eb6d9e335b3.mp4,602.333333,15.0,9035,272.564546
32d790a85a4b9997.mp4,596.666667,15.0,8950,156.692171
31cdcd6a7135a92b.mp4,600.066667,15.0,9001,75.348107
33ebb9c842c4e4d9.mp4,626.533333,15.0,9398,231.920669
34b6409da071d5a5.mp4,600.133333,15.0,9002,587.582193
343e76a2bc8ee8c3.mp4,610.733333,15.0,9161,383.975095
36b75f41d05284cc.mp4,600.066667,15.0,9001,119.453945
3485bec65fb9c522.mp4,600.133333,15.0,9002,286.063907
34e6a4629781783d.mp4,758.733333,15.0,11381,97.347519
3491310010b29800.mp4,551.733333,15.0,8276,97.199667
337838c05c845e1c.mp4,620.333333,15.0,9305,228.974531
37783571b945d66a.mp4,600.133333,15.0,9002,304.39076
35c648e328355f23.mp4,654.8,15.0,9822,194.316178
36ba904b984d2728.mp4,600.2,15.0,9003,136.293791
36f814e6c5afda98.mp4,632.333333,15.0,9485,428.958145
37017da9a7e18731.mp4,600.266667,15.0,9004,252.82554
354b9f490f6c9bda.mp4,778.266667,15.0,11674,622.787653
35dd376cb47e6ad7.mp4,604.733333,15.0,9071,298.22047
377cee678a5b31ac.mp4,600.333333,15.0,9005,212.239485
38a6a97bf17d7eaa.mp4,603.733333,15.0,9056,343.506093
38ad6b6bf629e98d.mp4,600.266667,15.0,9004,164.710528
3a28a265e1f29959.mp4,616.733333,15.0,9251,212.094554
37c66bcce1318f83.mp4,600.133333,15.0,9002,214.803885
365bca27d34574e1.mp4,600.333333,15.0,9005,348.991472
39ce44d892305734.mp4,621.8,15.0,9327,476.549116
3a8a1a5119cec3a1.mp4,659.6,15.0,9894,380.222051
3ad906ef59fd7a7e.mp4,601.6,15.0,9024,147.093588
3b5ca88d08858cc2.mp4,604.733333,15.0,9071,481.413144
3bee9eedd712ce8a.mp4,600.066667,15.0,9001,463.767017
380e2adf98758c1e.mp4,600.133333,15.0,9002,380.405266
3cfc9122829c55aa.mp4,600.266667,15.0,9004,411.275983
3c908cbbbd90b987.mp4,654.066667,15.0,9811,734.249958
3b07bfcac97cf475.mp4,610.4,15.0,9156,220.626902
3aa7a20249708db0.mp4,600.133333,15.0,9002,149.675523
3947a6e7af8e9daf.mp4,641.866667,15.0,9628,400.220569
3b98ab8aa7763741.mp4,600.133333,15.0,9002,351.404568
3be840b7358c22ee.mp4,600.333333,15.0,9005,158.998347
3d90471ed252f1ca.mp4,612.0,15.0,9180,489.89641
3d23a421b35367bf.mp4,600.133333,15.0,9002,255.42927
3da36f3a8b3881c3.mp4,600.066667,15.0,9001,257.8802
408e62080f5029bf.mp4,602.4,15.0,9036,125.791085
419eed589c74bb83.mp4,601.133333,15.0,9017,252.186932
416de6aab55d24fd.mp4,600.333333,15.0,9005,435.284482
3fe39996fa55219f.mp4,600.266667,15.0,9004,234.396604
40f996a931c65581.mp4,614.333333,15.0,9215,257.807704
3ec8a158983b80dd.mp4,750.4,15.0,11256,330.011941
428ce111514ecbf5.mp4,600.2,15.0,9003,106.52262
42342fe7ec0f0ecd.mp4,662.666667,15.0,9940,345.661916
3fee5bc2891e37d2.mp4,600.133333,15.0,9002,224.75693
438a7c0e65e1ecfd.mp4,601.666667,15.0,9025,105.067335
40aa2da9113e3bcc.mp4,600.066667,15.0,9001,248.875327
41d0934266db9f63.mp4,601.066667,15.0,9016,442.098257
40031fc7023a8bf0.mp4,613.4,15.0,9201,160.544305
4263039b604b9793.mp4,600.133333,15.0,9002,362.327095
40344e725fcd2287.mp4,600.266667,15.0,9004,378.316109
41dd911b766cf702.mp4,606.533333,15.0,9098,337.38887
439f4429c121b912.mp4,600.133333,15.0,9002,428.834238
43e9700097961f34.mp4,900.133333,15.0,13502,596.410086
4632f6fc4a66f6be.mp4,600.266667,15.0,9004,164.708888
466a43f91bd6c63b.mp4,611.066667,15.0,9166,349.711405
451fb61d25ac9294.mp4,609.6,15.0,9144,158.268175
47a559ec148d775c.mp4,604.133333,15.0,9062,350.078187
469f55fef5c7c288.mp4,595.733333,15.0,8936,116.074211
46e9d1736a3b9ef2.mp4,600.466667,15.0,9007,162.8206
47f45a2c0350ed90.mp4,600.4,15.0,9006,360.580547
43f136ac06780df7.mp4,600.266667,15.0,9004,116.312805
481e71a49d271724.mp4,599.666667,15.0,8995,398.646119
44107e68e219c362.mp4,606.666667,15.0,9100,337.651489
47e8fc6d0e6fe605.mp4,600.133333,15.0,9002,138.591078
4675c118ef30f8a6.mp4,600.133333,15.0,9002,443.600129
4866d01dd54c7311.mp4,600.6,15.0,9009,177.785686
4a0a16cdba79df5d.mp4,600.133333,15.0,9002,373.567573
461825ec4f8e89d4.mp4,686.4,15.0,10296,401.973853
4962704615e4fa8a.mp4,607.466667,15.0,9112,223.211646
4959be3d4b58cf56.mp4,600.133333,15.0,9002,144.032645
483a6f8c69de7e88.mp4,600.133333,15.0,9002,195.810108
49488192c066cb19.mp4,600.333333,15.0,9005,368.302541
4711132501b52300.mp4,603.066667,15.0,9046,278.37407
495fe780651b0246.mp4,610.2,15.0,9153,455.334471
4ad1f0bdbc6f74dc.mp4,610.933333,15.0,9164,294.019897
4895df868cca4688.mp4,604.066667,15.0,9061,298.936835
4b665c6c345137ea.mp4,600.4,15.0,9006,483.086279
4aa4c810fc8c8a91.mp4,600.2,15.0,9003,433.383585
4d98837f12753a68.mp4,603.0,15.0,9045,578.262601
4a96bbba4873d9a8.mp4,600.133333,15.0,9002,183.980318
4edf1dd9738170df.mp4,601.8,15.0,9027,202.647126
4e4cdc3c3bd525b2.mp4,638.666667,15.0,9580,105.87537
4a5c273810448ab6.mp4,600.133333,15.0,9002,279.316298
4e1bbce234587113.mp4,600.133333,15.0,9002,169.015785
4e0a7d22563cf57f.mp4,601.666667,15.0,9025,301.488984
4fb34c7377dead94.mp4,600.266667,15.0,9004,126.392684
4d5cedb4f06e60ad.mp4,600.066667,15.0,9001,326.343462
4ee6962b7a404ef9.mp4,724.333333,15.0,10865,499.948934
520e4e5f969eb453.mp4,600.133333,15.0,9002,227.790974
4f895e1bff9ed1a5.mp4,606.866667,15.0,9103,425.79116
5007b14318474903.mp4,615.333333,15.0,9230,311.76
5294641f57768c0e.mp4,623.2,15.0,9348,376.934907
4ceceb8b2234316b.mp4,600.133333,15.0,9002,233.563059
520c4e7fab67bc19.mp4,600.266667,15.0,9004,221.340521
4fa2d52355bf6f66.mp4,600.266667,15.0,9004,221.278215
51b376fd7498147e.mp4,600.066667,15.0,9001,165.532398
52a951fc79d7bdd0.mp4,600.133333,15.0,9002,343.606086
5388720913f4570e.mp4,600.4,15.0,9006,550.170546
5484af4472c3632d.mp4,600.066667,15.0,9001,248.70937
54a81d361b2a094f.mp4,675.8,15.0,10137,885.700585
54be0492dc3b1386.mp4,600.266667,15.0,9004,251.649718
566f73525ea7f571.mp4,685.933333,15.0,10289,223.653614
53a3fa0a7c4eba36.mp4,600.133333,15.0,9002,161.918453
5566fb667f28b371.mp4,600.266667,15.0,9004,363.589773
56b9ee6e6098c584.mp4,864.2,15.0,12963,521.55145
5390f31116aaeebd.mp4,636.266667,15.0,9544,598.171057
5422255837b1ad5f.mp4,613.933333,15.0,9209,461.146734
5405e015928901bc.mp4,614.866667,15.0,9223,90.102019
58559be16ca43743.mp4,603.066667,15.0,9046,212.840334
5540d5b0bb1a7b9a.mp4,600.133333,15.0,9002,196.488832
558f0ac0885469ff.mp4,608.266667,15.0,9124,318.963391
55e3e91da83cc21a.mp4,699.733333,15.0,10496,371.946603
5658c4855c99f1bd.mp4,610.466667,15.0,9157,657.370659
56cf2e891421785b.mp4,604.8,15.0,9072,177.732482
59e9819824aeba69.mp4,662.933333,15.0,9944,185.97119
58dcdf7f4b6b4878.mp4,630.266667,15.0,9454,349.928202
59a2f8377ce14120.mp4,611.6,15.0,9174,210.479453
58f804c4985d0131.mp4,886.266667,15.0,13294,389.266396
5ab7030a02f30518.mp4,601.866667,15.0,9028,512.290137
59160e74f6de369c.mp4,625.133333,15.0,9377,582.123531
5918181b632cc3d4.mp4,600.333333,15.0,9005,478.513904
5910dd06ac368119.mp4,800.4,15.0,12006,182.658393
58efeea8bb73f462.mp4,618.2,15.0,9273,358.23903
5bcb19219734d71f.mp4,600.133333,15.0,9002,350.251612
5c1c35f6a889d91d.mp4,600.733333,15.0,9011,116.524369
5d7ef5596447050b.mp4,600.266667,15.0,9004,514.6483
5a1dc95635ec992d.mp4,600.133333,15.0,9002,328.978546
5ab8717d4dd1fe90.mp4,669.866667,15.0,10048,106.78405
5a96fde1c24cb409.mp4,600.333333,15.0,9005,208.05523
5ac7b1152960f1e4.mp4,504.266667,15.0,7564,232.683555
5df8d74d926e0fc8.mp4,600.266667,15.0,9004,109.401352
5e16205656482b43.mp4,626.6,15.0,9399,574.863141
5f392677e7824e40.mp4,600.4,15.0,9006,278.783258
5b8fb3f69d96e95e.mp4,619.6,15.0,9294,161.504129
5d829775c3467032.mp4,732.533333,15.0,10988,133.257381
602a4ced3006b80c.mp4,600.333333,15.0,9005,251.301071
614db0132c094efa.mp4,600.133333,15.0,9002,115.524651
611a52406549a9a3.mp4,600.4,15.0,9006,109.351347
613634df74191426.mp4,736.333333,15.0,11045,421.391017
5e1ba77a7f73c84d.mp4,600.066667,15.0,9001,97.908416
5d2e85de42418849.mp4,625.266667,15.0,9379,430.616539
5eaed1bd46029a05.mp4,600.666667,15.0,9010,174.660126
633c3483dd64f88c.mp4,606.733333,15.0,9101,212.20046
629ab8ccd0a3f554.mp4,656.2,15.0,9843,221.041543
62c5a948432a1f01.mp4,600.133333,15.0,9002,265.02911
61876f06c149d4c8.mp4,600.133333,15.0,9002,173.161065
631f3a57440377b2.mp4,600.066667,15.0,9001,89.617165
620e719ae9975498.mp4,601.533333,15.0,9023,265.708068
665750c3d20adfbc.mp4,623.066667,15.0,9346,426.14377
62b5891eb1a85b09.mp4,605.2,15.0,9078,349.510364
6487bd211ab765aa.mp4,603.533333,15.0,9053,158.119543
661aed428bcf8b93.mp4,600.333333,15.0,9005,358.88041
65a90174fbf6abee.mp4,600.066667,15.0,9001,135.52185
635a2b36939ba236.mp4,600.333333,15.0,9005,327.664163
6478c87cc02c8aa2.mp4,600.133333,15.0,9002,140.910259
674a68e938dbd25b.mp4,600.333333,15.0,9005,274.181317
68be854a3b8f3d47.mp4,601.733333,15.0,9026,385.817022
6874bcc40ab7ace7.mp4,611.133333,15.0,9167,825.883762
67d2bd73430ff38e.mp4,591.933333,15.0,8879,97.795126
68db3e8d1d963162.mp4,600.333333,15.0,9005,328.498593
67a66bcb4de5fffa.mp4,600.133333,15.0,9002,240.616884
679d05f7c76f25e0.mp4,604.866667,15.0,9073,326.998748
683ab333894b2c06.mp4,601.733333,15.0,9026,567.001563
6ae5728b361779aa.mp4,600.066667,15.0,9001,332.9253
678d22ebca4ad16a.mp4,600.2,15.0,9003,255.651651
680244a66d976e3f.mp4,665.866667,15.0,9988,395.34439
68f002c1fab08f95.mp4,631.333333,15.0,9470,151.441332
68c23dcc96acbfbf.mp4,601.133333,15.0,9017,699.80481
6b4f03af65f82192.mp4,645.2,15.0,9678,293.043451
6c34f96dae9476ce.mp4,900.133333,15.0,13502,656.479268
6befb649e6eb4570.mp4,768.066667,15.0,11521,381.254155
6aa5674e6c7d3872.mp4,600.133333,15.0,9002,407.966959
6db90244402799f4.mp4,600.133333,15.0,9002,127.975566
6b8c690b8133259a.mp4,639.133333,15.0,9587,483.67225
69afe7c01d4fb660.mp4,601.933333,15.0,9029,347.133266
6d5b8909cd6e4538.mp4,600.133333,15.0,9002,305.269066
6cdb8f146c432312.mp4,612.066667,15.0,9181,442.697282
6e4610f800b157a0.mp4,600.066667,15.0,9001,137.406055
70d766f186cbc870.mp4,614.866667,15.0,9223,411.290864
719245d9778f41a8.mp4,605.6,15.0,9084,472.679616
6f0d26d3e3eb2ff1.mp4,600.133333,15.0,9002,228.629738
7392bac19ba7eec5.mp4,613.933333,15.0,9209,620.401402
6dcb7f9fc04a3283.mp4,603.333333,15.0,9050,208.013871
70d8108d8287f08e.mp4,609.733333,15.0,9146,207.515214
743a4bc4d1c10be9.mp4,602.6,15.0,9039,544.753349
6e12cc003de06176.mp4,583.2,15.0,8748,411.80282
703854b6d93f2b12.mp4,600.2,15.0,9003,131.876592
7593bd8121dcfd39.mp4,600.133333,15.0,9002,211.036777
754bd3fb63570b56.mp4,617.133333,15.0,9257,524.562427
741fcd43a96bd40e.mp4,603.866667,15.0,9058,212.6375
75999a9fb104b1b9.mp4,597.733333,15.0,8966,309.570702
6fc33b49f0442275.mp4,600.266667,15.0,9004,230.719639
72f6fb2b3fcd5b08.mp4,600.133333,15.0,9002,184.962684
74edd72c3cbee70f.mp4,639.8,15.0,9597,312.369396
75c6498c432bf077.mp4,604.4,15.0,9066,378.942403
76cd872d8785dae8.mp4,600.133333,15.0,9002,350.715732
777459a083922176.mp4,589.266667,15.0,8839,204.22507
76bbd3472a7a2dd0.mp4,600.333333,15.0,9005,190.269872
7a5ad35cb65315bb.mp4,900.133333,15.0,13502,697.784286
77d6d602f07f3bc8.mp4,600.266667,15.0,9004,163.362539
7a5c4239bc6b4a33.mp4,600.133333,15.0,9002,479.32359
77342df1fec5ffff.mp4,614.266667,15.0,9214,352.45146
7a189ceba6cd2319.mp4,603.2,15.0,9048,301.439425
7b371c444bd5c2d8.mp4,600.133333,15.0,9002,158.741449
794ad013ff1e18de.mp4,600.133333,15.0,9002,349.372062
786fc2d06d1a1893.mp4,600.333333,15.0,9005,345.581994
7a1d02a893982946.mp4,602.866667,15.0,9043,269.15131
7ac4e2e4bc2ecc3d.mp4,632.666667,15.0,9490,589.299388
7b25699f021f7fa4.mp4,606.266667,15.0,9094,609.528511
7bfeb3af24f17ceb.mp4,600.133333,15.0,9002,213.140698
7cf85be7b281d6aa.mp4,610.733333,15.0,9161,345.07674
7b74a542cd93fefa.mp4,600.133333,15.0,9002,370.307088
7de6c8819211d385.mp4,621.0,15.0,9315,678.353185
7d5b6c6b5100e141.mp4,600.133333,15.0,9002,266.762907
7a8bc6855c83c2eb.mp4,600.066667,15.0,9001,182.497916
7b4fb7f6da738501.mp4,615.266667,15.0,9229,307.767863
7caf4511de2b8bee.mp4,600.533333,15.0,9008,210.011322
7c8b228dd61b135f.mp4,600.066667,15.0,9001,253.025754
7cb70948d87b16e8.mp4,600.333333,15.0,9005,148.826632
7b4dd3a4cbcb9582.mp4,600.333333,15.0,9005,464.439745
7d218c229be9704a.mp4,600.066667,15.0,9001,300.780908
83af08b0c9b7bc0f.mp4,600.133333,15.0,9002,217.802215
83459197ce58ee6d.mp4,600.2,15.0,9003,153.718339
842dab1a391dc72c.mp4,600.066667,15.0,9001,232.679892
83f218905a680d46.mp4,608.533333,15.0,9128,317.933507
801add32a19fca1b.mp4,650.4,15.0,9756,190.213426
807c58c65ef0c3a7.mp4,600.133333,15.0,9002,145.439782
8489ba53a98bcdbe.mp4,600.133333,15.0,9002,480.225832
7fb5cd178cf07686.mp4,609.933333,15.0,9149,389.67842
80150ed4385f86a9.mp4,600.133333,15.0,9002,264.183669
8314bff1c8dd2833.mp4,600.133333,15.0,9002,345.18941
8421a42d1b5d314a.mp4,600.133333,15.0,9002,160.474065
81c514e34862c8e2.mp4,673.066667,15.0,10096,257.202186
86897310591a3dc6.mp4,600.133333,15.0,9002,229.750519
86cf704fac7bb2ba.mp4,605.066667,15.0,9076,226.331438
84b67b4c525855bb.mp4,642.933333,15.0,9644,429.016777
88052b7bca179718.mp4,601.733333,15.0,9026,292.907771
8765a7c347d3f82b.mp4,600.133333,15.0,9002,180.855463
886d2a6075229794.mp4,600.133333,15.0,9002,202.673614
88683ac7ab86baf2.mp4,600.4,15.0,9006,119.426115
81136397be32b026.mp4,611.133333,15.0,9167,321.939085
835c766eaa878983.mp4,602.0,15.0,9030,314.034214
871fb7842cf193f1.mp4,600.066667,15.0,9001,162.064842
888ab584bea8ddee.mp4,614.2,15.0,9213,243.375814
88c14ad96aa2ed09.mp4,600.133333,15.0,9002,138.848115
88ee65ccc88209f0.mp4,600.266667,15.0,9004,170.248329
88d3fe74ee770126.mp4,615.2,15.0,9228,306.934852
88e8cf11f150ba5e.mp4,600.2,15.0,9003,129.9094
8a6e23fa7a8e172d.mp4,612.0,15.0,9180,305.472176
8b02497f95b7204c.mp4,605.0,15.0,9075,272.317499
8a2b0052cec40e85.mp4,600.066667,15.0,9001,109.292951
8b1c280ae366ad2d.mp4,600.2,15.0,9003,170.808397
8a3a19f9c55cf5a9.mp4,601.266667,15.0,9019,239.985129
89eed8c271024825.mp4,600.133333,15.0,9002,385.930564
89d686a5c3e5637f.mp4,600.2,15.0,9003,282.912626
8c38bd641a5b2916.mp4,613.733333,15.0,9206,501.642462
89992c79cb8a29d1.mp4,612.066667,15.0,9181,347.937512
8812f05ea4220629.mp4,589.066667,15.0,8836,283.674057
8c0c91b1c117fbdc.mp4,600.266667,15.0,9004,139.459387
8bbb3df4bc8cfd84.mp4,610.066667,15.0,9151,974.159615
8e5ac230c68c9cd8.mp4,600.066667,15.0,9001,207.551095
8ebdd2fe6a852602.mp4,600.6,15.0,9009,268.119766
8ce856333a8f2cc8.mp4,600.133333,15.0,9002,206.081606
8da87b5c20fd201a.mp4,657.8,15.0,9867,307.15697
8acd2b044cc83d2d.mp4,808.933333,15.0,12134,278.791819
8f6a3caa4cf18e28.mp4,546.266667,15.0,8194,268.022432
8ec4d9ea2af4e941.mp4,600.133333,15.0,9002,143.251435
8f9f065469b17e9d.mp4,603.2,15.0,9048,460.217279
9068818ab1d1e684.mp4,600.2,15.0,9003,320.65514
9092dec13caab483.mp4,600.133333,15.0,9002,495.375253
8d7d244a2d4e5b5a.mp4,600.133333,15.0,9002,311.730488
8c261e7ba446c236.mp4,612.066667,15.0,9181,461.095121
8ff87683841e5a1f.mp4,600.133333,15.0,9002,236.354486
8e80cc537561590d.mp4,610.0,15.0,9150,152.274229
921260b0a26373a0.mp4,600.133333,15.0,9002,276.670045
9112660fbe7497ab.mp4,601.6,15.0,9024,482.033252
90162f61ce23ea42.mp4,602.666667,15.0,9040,453.163622
948444f9faeab7fa.mp4,600.333333,15.0,9005,170.702881
91eb47c80caaa8bb.mp4,600.8,15.0,9012,142.28561
91dd67529b605e34.mp4,609.666667,15.0,9145,289.762297
93d3d7020fcaff98.mp4,614.533333,15.0,9218,108.633824
93cf482ce9957afc.mp4,621.6,15.0,9324,421.687502
93026d95399f1fd3.mp4,633.533333,15.0,9503,171.875363
924ee8374498a2ae.mp4,600.333333,15.0,9005,106.627908
